input,output,difficulty,chapter
(   )有一棟大樓，5　個清潔工人同時打掃且每個人進行的速度都相同時，需要　5　日　3　小時才能打掃完畢，若只由一個清潔工人打掃，要花多少時間？　(Ａ)　1　日　16　小時　(Ｂ)　25　日　18　小時　(Ｃ)　24.6　小時　(Ｄ)　25　日　15　小時。,答案：(Ｄ) 解析：5　日　3　小時×5＝25　日　15　小時 ,易,4-1_時間的乘法
(   )品婕花　1　分　15　秒可以摺一架紙飛機，連續摺　3　架紙飛機共要花多少時間？　(Ａ)　3　分　35　秒　(Ｂ)　3　分　45　秒　(Ｃ)　3　分　30　秒　(Ｄ)　4　分　45　秒。,答案：(Ｂ) ,易,4-1_時間的乘法
(   )搭乘公車往返無限社區和拉拉影城一趟平均要花　2　小時　27　分，公車連續往返　6　趟，共需要多少時間？（往返一次算一趟）　(Ａ)　12　小時　42　分　(Ｂ)　13　小時　42　分　(Ｃ)　14　小時　42　分　(Ｄ)　12　小時　24　分。,答案：(Ｃ) ,中,4-1_時間的乘法
(   )爸爸今年　50　歲，爺爺今年是　80　歲，兩人相差幾歲？用　x　歲表示爸爸和爺爺相差的歲數，要怎麼列式？　(Ａ)　50＋x＝80　(Ｂ)　50－x＝80　(Ｃ)　80＋50＝x　(Ｄ)　80＋x＝50。,答案：(Ａ) ,易,5-1_含有符號代表數的加減算式
(   )撲滿裡原本有一些錢，再存　10　元進去，現在撲滿裡有　50　元，撲滿裡原本有幾元？用　s　元表示撲滿裡原本的錢數，要怎麼列式？　(Ａ)　s＋10＝50　(Ｂ)　s－10＝50　(Ｃ)　10＋50＝s　(Ｄ)　50＋s＝10。,答案：(Ａ) ,易,5-1_含有符號代表數的加減算式
(   )小欣原有一些錢，買了一枝　25　元的冰棒後，剩下　30　元，小欣原來有幾元？用　V　元表示小欣原有的錢數，要怎麼列式？　(Ａ)　V＋25＝30　(Ｂ)　V－25＝30　(Ｃ)　30－25＝V　(Ｄ)　30＋V＝25。,答案：(Ｂ) ,易,5-1_含有符號代表數的加減算式
(   )澤澤的遊戲王卡比鈺儒多　12　張，鈺儒有　45　張，澤澤有幾張？用　a　張表示澤澤遊戲王卡的張數，要怎麼列式？　(Ａ)　a＋45＝12　(Ｂ)　a－45＝12　(Ｃ)　45－12＝a　(Ｄ)　45＋a＝12。,答案：(Ｂ) ,易,5-1_含有符號代表數的加減算式
(   )姐姐有　245　元，花掉一些錢後，剩下　120　元。姐姐花掉幾元？如果用　x　元表示姐姐花掉的錢，哪一個算式是正確？　(Ａ)　245＋120＝x　(Ｂ)　x＋245＝120　(Ｃ)　x＋120＝245　(Ｄ)　x－120＝245。,答案：(Ｃ) ,中,5-1_含有符號代表數的加減算式
(   )下列哪一個算式　X　的答案和其他算式的答案不同？　(Ａ)　46＋X＝55　(Ｂ)　X－88＝13　(Ｃ)　120－X＝19　(Ｄ)　X＋27＝128。,答案：(Ａ) 解析：(Ａ)　X＝9；(Ｂ)　X＝101；(Ｃ)　X＝101；(Ｄ)　X＝101 ,中,5-1_含有符號代表數的加減算式
(   )小雪有　63　顆糖果，小莉的糖果比小雪少　29　顆，小莉有幾顆糖果？如果用　a　顆表示小莉的糖果數，下列哪一個算式是錯誤？　(Ａ)　a＋29＝63　(Ｂ)　63－a＝29　(Ｃ)　a－29＝63　(Ｄ)　63－29＝a。,答案：(Ｃ) ,中,5-1_含有符號代表數的加減算式
(   )「y－146＝182」，且　y　是整數，下列哪個敘述正確？　(Ａ)　y　介於　182　與　146　之間　(Ｂ)　y　是　182　與　146　的差　(Ｃ)　y　是　182　與　146　的積　(Ｄ)　y　是　182　與　146　的和。,答案：(Ｄ) 解析：y＝182＋146＝328，y＝328 ,中,5-1_含有符號代表數的加減算式
(   )一件衣服　290　元，各買了一件衣服和一件褲子總共花了　600　元，一件褲子幾元？用　a　元表示一件褲子的價錢，下列哪個算式是正確？　(Ａ)　600＋290＝a　(Ｂ)　290＋a＝600　(Ｃ)　290－a＝600　(Ｄ)　a－290＝600。,答案：(Ｂ) ,中,5-1_含有符號代表數的加減算式
(   )媽媽在菜市場買菜花了一些錢，買魚花了　230　元，總共花了　550　元，媽媽買菜花幾元？用　a　元表示買菜花的錢數，下列哪個算式是錯誤？　(Ａ)　550－230＝a　(Ｂ)　230＋a＝550　(Ｃ)　550－a＝230　(Ｄ)　a－230＝550。,答案：(Ｄ) ,中,5-1_含有符號代表數的加減算式
(   )b－28＝50，算式中的　b　是多少？　(Ａ)　28　(Ｂ)　22　(Ｃ)　78　(Ｄ)　50。,答案：(Ｃ) 解析：b＝50＋28＝78 ,易,5-1_含有符號代表數的加減算式
(   )49＋x＝125，算式中的　x　是多少？　(Ａ)　76　(Ｂ)　174　(Ｃ)　125　(Ｄ)　49。,答案：(Ａ) 解析：x＝125－49＝76 ,易,5-1_含有符號代表數的加減算式
(   )編一個中國結需要　15　分鐘，今天編了　16　個，共花多少時間？用　T　分鐘表示編中國結總共要花費的時間，下列哪一個算式是正確？　(Ａ)　16÷15＝T　(Ｂ)　T÷15＝16　(Ｃ)　15×T＝16　(Ｄ)　T×16＝15。,答案：(Ｂ) ,中,5-2_含有符號代表數的乘除算式
(   )一個二位數，它的十位數字比個位數字大　3，用　H　表示個位數，這個二位數可以簡記為下列哪個式子？　(Ａ)　H＋3　(Ｂ)　10×H－3　(Ｃ)　10×（H＋3）＋H　(Ｄ)　10×H＋（H＋3）。,答案：(Ｃ) ,難,5-2_含有符號代表數的乘除算式
(   )12　人平分一包重量　240　公克的麵粉，每人分到幾公克的麵粉？用　B　公克表示每人分到麵粉的重量，下列哪一個算式是正確？　(Ａ)　B＋12＝240　(Ｂ)　B÷12＝240　(Ｃ)　240÷12＝B　(Ｄ)　240×B＝12。,答案：(Ｃ) ,中,5-2_含有符號代表數的乘除算式
(   )5　年前，JOJO　的年紀是爸爸的0.2，三年後，爸爸是　38　歲，JOJO　的年紀是幾歲？用　P　歲表示　JOJO　今年的年齡，下列哪一個算式是正確？　(Ａ)　5P－5＝38　(Ｂ)（P－5）×5＋3＝38　(Ｃ)（P－5）×5＋8＝38　(Ｄ)(P-5)/5＋5＝38。,答案：(Ｃ) ,難,5-2_含有符號代表數的乘除算式
(   )澤澤有　115　元，是儒儒的　5　倍。儒儒有幾元？用　q　元代表儒儒有的錢，哪個式子符合題意？　(Ａ)　q×5＝115　(Ｂ)　q＋5＝115　(Ｃ)　q÷5＝115　(Ｄ)　q－5＝115。,答案：(Ａ) ,易,5-2_含有符號代表數的乘除算式
(   )老師出了一道題目，算式可以列成：x×3＝42。下列哪個不可能是老師出的題目？　(Ａ)面積　42　平方公分的長方形，寬是　3　公分，長是　x　公分　(Ｂ)一瓶果汁的價錢是　x　元，買了　3　瓶，共花了　42　元　(Ｃ)小平有　x　元，小平的錢的　3　倍是　42　元　(Ｄ)姐姐有　42　元，弟弟有　3　元，姐姐的錢比弟弟的錢多　x　元。,答案：(Ｄ) 解析：(Ｄ)列式：x＝42－3 ,中,5-2_含有符號代表數的乘除算式
(   )一張郵票　12　元，買了幾張郵票共花了　72　元，用　x　張代表郵票的數量，要怎麼表示？　(Ａ)　12×x＝72　(Ｂ)　12÷x＝72　(Ｃ)　12＋x＝72　(Ｄ)　12－x＝72。,答案：(Ａ) ,易,5-2_含有符號代表數的乘除算式
(   )下列哪個題目的算式不可能是　x÷9＝24？　(Ａ)番茄　x　顆，平分給　9　個人，每個人分到　24　顆　(Ｂ)緞帶長　x　公分，切成一樣長的　9　段，每段長　24　公分　(Ｃ)長　x　公分的繩子，每　9　公分切一段，可切成　24　段　(Ｄ)有　24　條口香糖，每　9　條裝成一盒，可以裝成　x　盒。,答案：(Ｄ) 解析：(Ｄ)列式：24÷9＝x ,易,5-2_含有符號代表數的乘除算式
(   )一包重　350　公克的飼料，剛好可以餵　50　天，用　x　公克代表每天餵的分量，下列哪個式子是錯誤？　(Ａ)　350÷x＝50　(Ｂ)　350÷50＝x　(Ｃ)　x×50＝350　(Ｄ)　350×50＝x。,答案：(Ｄ) ,易,5-2_含有符號代表數的乘除算式
(   )一包重　240　公克的食鹽，平分給　12　組學生，用　x　公克代表每組分到的重量，下列哪一個式子是錯誤？　(Ａ)　x×12＝240　(Ｂ)　240÷12＝x　(Ｃ)　x÷12＝240　(Ｄ)　240÷x＝12。,答案：(Ｃ) ,易,5-2_含有符號代表數的乘除算式
(   )健太參加益智遊戲節目，遊戲規定，只要答錯一次，獎金就會折半。如果健太答錯一次後，獎金還有　3500　元，用　x　元表示原本的獎金，下列哪個算式是正確？　(Ａ)　x÷1＝3500　(Ｂ)　x÷2＝3500　(Ｃ)　x×1＝3500　(Ｄ)　x×2＝3500。,答案：(Ｂ) ,易,5-2_含有符號代表數的乘除算式
(   )媽媽拿一張　500　元鈔票去換　5　元硬幣，總共換了幾個　5　元硬幣？用　x　個代表換的　5　元硬幣個數，哪個式子是錯誤？　(Ａ)　5×x＝500　(Ｂ)　500÷5＝x　(Ｃ)　500÷x＝5　(Ｄ)　5×500＝x。,答案：(Ｄ) ,易,5-2_含有符號代表數的乘除算式
(   )投籃比賽，投進一球　3　分，最後的分數是　36　分。分數計分方法可列成　3×x＝36，下列哪個敘述是錯誤？　(Ａ)被乘數的　3　表示投了　3　球　(Ｂ)　x　代表投進的次數　(Ｃ)積的　36　表示得了　36　分　(Ｄ)得分　36　分，是投進　12　球，x＝12。,答案：(Ａ) ,易,5-2_含有符號代表數的乘除算式
(   )下列哪一個算式的　x　數值最大？　(Ａ)　x×14＝168　(Ｂ)　x÷8＝9　(Ｃ)　1620÷x＝45　(Ｄ)　22×x＝374。,答案：(Ｂ) 解析：(Ａ)　x＝168÷14＝12；(Ｂ)　x＝8×9＝72；(Ｃ)　x＝1620÷45＝36；(Ｄ)　x＝374÷22＝17 ,中,5-2_含有符號代表數的乘除算式
(   )有一個正十五邊形，周長是　180　公分，邊長是多少公分？用　y　公分表示正多邊形的邊長長度，下列哪一個算式是正確？　(Ａ)　15×180＝y　(Ｂ)　y÷180＝15　(Ｃ)　15÷y＝180　(Ｄ)　y×15＝180。,答案：(Ｄ) ,中,5-2_含有符號代表數的乘除算式
(   )哪一個算式的未知數和其他三個算式不一樣？　(Ａ)　a÷24＝8　(Ｂ)　24×8＝a　(Ｃ)　24÷a＝8　(Ｄ)　a÷8＝24。,答案：(Ｃ) 解析：(Ａ)　a＝24×8＝192；(Ｂ)　a＝24×8＝192；(Ｃ)　a＝24÷8＝3；(Ｄ)　a＝8×24＝192 ,中,5-2_含有符號代表數的乘除算式
(   )「乙－33＝甲」，「306÷甲＝17」，乙是多少？　(Ａ)　51　(Ｂ)　50　(Ｃ)　48　(Ｄ)　45。,答案：(Ａ) 解析：甲＝306÷17＝18，乙＝18＋33＝51 ,中,5-2_含有符號代表數的乘除算式
(   )三根相同的髮夾接起來共長　15　公分，一根髮夾有多長？用　c　公分表示一根髮夾的長度，下列哪個算式是正確？　(Ａ)　c×c×c＝15　(Ｂ)　c×3＝15　(Ｃ)　c÷3＝15　(Ｄ)　3÷c＝15。,答案：(Ｂ) ,中,5-2_含有符號代表數的乘除算式
(   )如果　1225－A＝678；B×6＝2652；5801＋C＝6022；D÷5＝89，下列哪一個選項正確？　(Ａ)　B＝D　(Ｂ)　C×2＝B　(Ｃ)　A＜C　(Ｄ)　B＞A。,"答案：(Ｂ) 解析：A＝1225－678＝547，B＝2652÷6＝442，
C＝6022－5801＝221，D＝5×89＝445 ",難,5-2_含有符號代表數的乘除算式
(   )銜銜買了　5　枝筆共付了　60　元，一枝筆幾元？用　c　元代表一枝筆的價錢，下列哪個算式是正確？　(Ａ)　c＋5＝60　(Ｂ)　c－5＝60　(Ｃ)　c×5＝60　(Ｄ)　c÷5＝60。,答案：(Ｃ) ,易,5-2_含有符號代表數的乘除算式
(   )一本筆記本的價錢是　36　元，佑佑買了　4　本筆記本共花了幾元？用　c　元表示佑佑花的錢，下列哪個算式是正確？　(Ａ)　c＋4＝36　(Ｂ)　c－4＝36　(Ｃ)　c×4＝36　(Ｄ)　c÷4＝36。,答案：(Ｄ) ,中,5-2_含有符號代表數的乘除算式
(   )明君到文具店買原子筆花了　50　元，一枝原子筆　10　元，明君共買了幾枝原子筆？用　c　枝表示明君買的枝數，下列哪個算式是正確？　(Ａ)　50÷c＝10　(Ｂ)　c＝50×10　(Ｃ)　50－c＝10　(Ｄ)　10＋c＝50。,答案：(Ａ) ,中,5-2_含有符號代表數的乘除算式
(   )b×8＝120，算式中的　b　是多少？　(Ａ)　8　(Ｂ)　15　(Ｃ)　120　(Ｄ)　960。,答案：(Ｂ) 解析：b＝120÷8＝15 ,易,5-2_含有符號代表數的乘除算式
(   )300÷c＝10，算式中的　c　是多少？　(Ａ)　3000　(Ｂ)　10　(Ｃ)　300　(Ｄ)　30。,答案：(Ｄ) 解析：c＝300÷10＝30 ,中,5-2_含有符號代表數的乘除算式
(   )5　杯豆漿共　75　元。一杯豆漿幾元？用　a　元表示一杯豆漿的價錢，下列哪一個算式是正確？　(Ａ)　a×5＝(Ｂ)　a÷75＝(Ｃ)　a÷5＝75　(Ｄ)　75×5＝a。,答案：(Ａ) ,易,5-2_含有符號代表數的乘除算式
(   )一本筆記本　50　元，全班　25　位同學都各買一本，總共要幾元？用　b　元表示全部的總價，下列哪一個算式是正確？　(Ａ)　b÷25＝50　(Ｂ)　b×25＝50　(Ｃ)　50÷b＝25　(Ｄ)　50×b＝25。,答案：(Ａ) ,易,5-2_含有符號代表數的乘除算式
(   )關於正方體的展開圖，下列敘述何者正確？　(Ａ)展開圖是一個大正方形　(Ｂ)只有　3　個互相全等的面　(Ｃ)會有　6　個互相全等的正方形　(Ｄ)展開圖的形式只有一種。,答案：(Ｃ) 解析：(Ａ)展開圖是　6　個小正方形；(Ｂ)共有　6　個互相全等的面；(Ｄ)展開圖的形式不只一種。 ,易,6-1_長方體和正方體的展開圖
(   )關於長方體的展開圖，下列敘述何者錯誤？　(Ａ)展開圖有　6　個長方形　(Ｂ)最多有　3　組互相全等的面　(Ｃ)都是互相全等的長方形　(Ｄ)展開圖的形式不只有一種。,答案：(Ｃ) 解析：(Ｃ)長方體的展開圖有　3　組互相全等的長方形或　2　個互相全等的正方形和　4　個互相全等的長方形。 ,中,6-1_長方體和正方體的展開圖
(   )關於長方體和正方體的展開圖，下列敘述何者正確？　(Ａ)　6　個面的形狀都不相同　(Ｂ)都有　3　組互相全等的面　(Ｃ)　6　個面的形狀都一樣　(Ｄ)展開圖的形式不只一種。,答案：(Ｄ) 解析：(Ａ)(Ｂ)(Ｃ)正方體的展開圖共有　6　個全等的面，都是正方形；長方體的展開圖有　3　組互相全等的長方形或　2　個互相全等的正方形和　4　個互相全等的長方形。 ,難,6-1_長方體和正方體的展開圖
(   )一個邊長　5　公分的正方體，它的展開圖會有　6　個全等的正方形，每一個正方形的面積是多少平方公分？　(Ａ)　36　平方公分　(Ｂ)　30　平方公分　(Ｃ)　25　平方公分　(Ｄ)　24　平方公分。,答案：(Ｃ) 解析：5×5＝25 ,中,6-1_長方體和正方體的展開圖
(   )哥哥想要在自己房間的四面牆壁貼壁紙，房間長　5　公尺、寬　4　公尺、高　3　公尺，哥哥需要準備多少平方公尺的壁紙？　(Ａ)　54　平方公尺　(Ｂ)　36　平方公尺　(Ｃ)　48　平方公尺　(Ｄ)　60　平方公尺。,答案：(Ａ) 解析：5×3×2＋4×3×2＝54 ,中,6-3_簡單複合形體的表面積
(   )爸爸幫小萍的房間重新粉刷，在房間的四面牆壁塗上粉紅色的油漆，房間長　8　公尺、寬　6　公尺、高　3　公尺，門和窗不塗油漆，門和窗的面積總共是　4.5　平方公尺，爸爸最少要塗多少平方公尺的牆壁？　(Ａ)　73　平方公尺　(Ｂ)　88.5　平方公尺　(Ｃ)　84　平方公尺　(Ｄ)　79.5　平方公尺。,答案：(Ｄ) 解析：8×3×2＋6×3×2＝84，84－4.5＝79.5 ,難,6-3_簡單複合形體的表面積
(   )一支鐵鎚重　5.718　公斤，8　支同樣的鐵鎚共重幾公斤？　(Ａ)　45.754　公斤　(Ｂ)　45.744　公斤　(Ｃ)　45.644　公斤　(Ｄ)　44.844　公斤。,答案：(Ｂ) ,易,7-1_整數和小數的乘法
(   )有一條走廊，每隔　0.015　公里放一個盆栽，第　7　個盆栽至第　23　個盆栽之間相距幾公里？　(Ａ)　0.27　公里　(Ｂ)　0.26　公里　(Ｃ)　0.25　公里　(Ｄ)　0.24　公里。,答案：(Ｄ) 解析：第　7　個盆栽至第　23　個盆栽有　16　個間隔， 0.015×16＝0.24 ,中,7-1_整數和小數的乘法
(   )有一個圖形有　6　個邊，每邊長　0.755　公里，這個圖形的周長是幾公里？　(Ａ)　4.51　公里　(Ｂ)　4.52　公里　(Ｃ)　4.53　公里　(Ｄ)　4.54　公里。,答案：(Ｃ) 解析：0.755×6＝4.53 ,中,7-1_整數和小數的乘法
(   )0.003×7　與下列哪一個答案相同？　(Ａ)　0.0001×21　　(Ｂ)　0.007×3　　(Ｃ)　0.0021　　(Ｄ)　0.00021。,"答案：(Ｂ) 解析：0.003×7＝0.021
(Ａ)　0.0001×21＝0.0021；
(Ｂ)　0.007×3＝0.021 ",易,7-1_整數和小數的乘法
(   )1.234×5　是幾個　0.001　？　(Ａ)　617　個　(Ｂ)　6170　個　(Ｃ)　61700　個　(Ｄ)　617000　個。,答案：(Ｂ) 解析：1.234×5＝6.17，6.17　是　6170　個　0.001。 ,中,7-1_整數和小數的乘法
(   )0.356×25＝　(Ａ)　18.235　(Ｂ)　8.9　(Ｃ)　18.532　(Ｄ)　8.091。,答案：(Ｂ) ,中,7-1_整數和小數的乘法
(   )小珍的體重是　42　公斤，小玟的體重是小珍的　1.05　倍，小玟的體重是幾公斤？　(Ａ)　43.05　公斤　(Ｂ)　44.05　公斤　(Ｃ)　44.1　公斤　(Ｄ)　44.15　公斤。,答案：(Ｃ) 解析：42×1.05＝44.1 ,中,7-1_整數和小數的乘法
(   )一條緞帶長　550　公分，姐姐用掉　0.62　條，是用了幾公分的緞帶？　(Ａ)　341　公分　(Ｂ)　342　公分　(Ｃ)　343　公分　(Ｄ)　344　公分。,答案：(Ａ) 解析：550×0.62＝341 ,中,7-1_整數和小數的乘法
(   )番茄賣　88　元，媽媽買　2.5　公斤，付了　500　元，可以找回幾元？　(Ａ)　220　元　(Ｂ)　280　元　(Ｃ)　300　元　(Ｄ)　320　元。,答案：(Ｂ) 解析：88×2.5＝220，500－220＝280 ,中,7-1_整數和小數的乘法
(   )一籃礦石重　365　公斤，礦工開採了　12.26　籃礦石，共重多少公斤？　(Ａ)　4574.9　公斤　(Ｂ)　4494.9　公斤　(Ｃ)　4484.8　公斤　(Ｄ)　4474.9　公斤。,答案：(Ｄ) 解析：365×12.26＝4474.9 ,中,7-1_整數和小數的乘法
(   )計算　17×28.6　所得的積是幾位小數？　(Ａ)一位小數　(Ｂ)二位小數　(Ｃ)三位小數　(Ｄ)四位小數。,答案：(Ａ) 解析：此題是整數×一位小數所得的積是一位小數。 ,易,7-1_整數和小數的乘法
(   )小新計算出　12×238＝2856，12×2.38　的答案是　(Ａ)　285.6　(Ｂ)　28.56　(Ｃ)　2.856　(Ｄ)　0.2856。,答案：(Ｂ) ,中,7-1_整數和小數的乘法
(   )一桶油漆重　15.6　公斤，4.85　桶共重幾公斤？　(Ａ)　75.66　公斤　(Ｂ)　76.66　公斤　(Ｃ)　75.76　公斤　(Ｄ)　76.76　公斤。,答案：(Ａ) 解析：15.6×4.85＝75.66 ,中,7-2_小數乘以小數
(   )一段鐵絲長　8.54　公尺，小信買　3　段鐵絲，用掉　2.14　段，還剩下幾公尺的鐵絲？　(Ａ)　7.3444　公尺　(Ｂ)　7.4444　公尺　(Ｃ)　7.4343　公尺　(Ｄ)　7.3434　公尺。,答案：(Ａ) 解析：3－2.14＝0.86，8.54×0.86＝7.3444 ,中,7-2_小數乘以小數
(   )一壺紅茶的容量是　1.94　公升，小吉喝了　0.3　壺，是喝了幾公升的紅茶？　(Ａ)　0.562　公升　(Ｂ)　0.572　公升　(Ｃ)　0.582　公升　(Ｄ)　0.592　公升。,答案：(Ｃ) 解析：1.94×0.3＝0.582 ,易,7-2_小數乘以小數
(   )一顆西瓜重　3.24　公斤，一顆哈密瓜的重量是一顆西瓜的　0.55　倍，2　顆哈密瓜共重幾公斤？　(Ａ)　1.782　公斤　(Ｂ)　1.792　公斤　(Ｃ)　3.554　公斤　(Ｄ)　3.564　公斤。,答案：(Ｄ) 解析：3.24×0.55＝1.782，1.782×2＝3.564 ,中,7-2_小數乘以小數
(   )計算　1.22×28.6　所得的積是幾位小數？　(Ａ)一位小數　(Ｂ)二位小數　(Ｃ)三位小數　(Ｄ)四位小數。,答案：(Ｃ) 解析：此題是二位小數×一位小數所得的積是三位小數 ,易,7-2_小數乘以小數
(   )5.21×2.15＝□，□內的數為下列哪一個？　(Ａ)　11.2005　(Ｂ)　11.2015　(Ｃ)　11.2115　(Ｄ)　11.2551。,答案：(Ｂ) ,難,7-2_小數乘以小數
(   )0.7×0.49＝　(Ａ)　7　(Ｂ)　0.7　(Ｃ)　0.343　(Ｄ)　0.0343。,答案：(Ｃ) ,易,7-2_小數乘以小數
(   )69　分鐘是幾小時？　(Ａ)　1.05　小時　(Ｂ)　1.15　小時　(Ｃ)　1.25　小時　(Ｄ)　1.35　小時。,答案：(Ｂ) 解析：69÷60＝1.15 ,易,7-4_整數除以整數
(   )87　秒是幾分鐘？　(Ａ)　1.5　分鐘　(Ｂ)　1.45　分鐘　(Ｃ)　1.65　分鐘　(Ｄ)　1.55　分鐘。,答案：(Ｂ) 解析：87÷60＝1.45 ,中,7-4_整數除以整數
(   )1　分　15　秒是幾分鐘？　(Ａ)　1.75　分鐘　(Ｂ)　1.5　分鐘　(Ｃ)　1.25　分鐘　(Ｄ)　1.15　分鐘。,答案：(Ｃ) 解析：15÷60＝0.25 ,中,7-4_整數除以整數
(   )奶奶把長　21　公尺的繩子，平分成　4　段，每一段繩子長多少公尺？　(Ａ)　4.15　公尺　(Ｂ)　5.25　公尺　(Ｃ)　5.55　公尺　(Ｄ)　4.25　公尺。,答案：(Ｂ) 解析：21÷4＝5.25 ,易,7-4_整數除以整數
(   )正方形的周長是　33　公分，邊長是多少公分？　(Ａ)　8.25　公分　(Ｂ)　8.35　公分　(Ｃ)　8.45　公分　(Ｄ)　8.55　公分。,答案：(Ａ) 解析：33÷4＝8.25 ,易,7-4_整數除以整數
(   )4　包鹽剛好裝滿一個木盒，89　包鹽可以裝幾個木盒？　(Ａ)　20.25　個　(Ｂ)　21.35　個　(Ｃ)　22.25　個　(Ｄ)　23.35　個。,答案：(Ｃ) 解析：89÷4＝22.25 ,中,7-4_整數除以整數
(   )姐姐做一隻紙兔子要　25　分鐘，做　3　隻紙兔子要幾小時？　(Ａ)　1.25　小時　(Ｂ)　2　小時　(Ｃ)　1　小時　(Ｄ)　1.5　小時。,答案：(Ａ) 解析：25×3＝75，75÷60＝1.25 ,中,7-4_整數除以整數
(   )一刻是　15　分鐘，一刻相當於多少小時？　(Ａ)　0.15　小時　(Ｂ)　0.25　小時　(Ｃ)　0.4　小時　(Ｄ)　0.6　小時。,答案：(Ｂ) 解析：15÷60＝0.25 ,易,7-4_整數除以整數
(   )巧雲花了　7　小時編織了　24　朵玫瑰花，編織　6　朵玫瑰花共要花多少小時？　(Ａ)　0.3　小時　(Ｂ)　0.8　小時　(Ｃ)　1.5　小時　(Ｄ)　1.75　小時。,答案：(Ｄ) 解析：24÷6＝4 7÷4＝1.75 ,難,7-4_整數除以整數
(   )一袋糖果有　20　顆，共重　95　公克，平均一顆糖果有多重？　(Ａ)　8.6　公克　(Ｂ)　12　公克　(Ｃ)　4.5　公克　(Ｄ)　4.75　公克。,答案：(Ｄ) 解析：95÷20＝4.75 ,中,7-4_整數除以整數
(   )美美銀行目前匯率是　1　美元可以兌換　31.402　元新臺幣，麗莎有　100　美元，可以兌換多少元新臺幣？　(Ａ)　3140.2　元　(Ｂ)　314.02　元　(Ｃ)　3142　元　(Ｄ)　31402　元。,答案：(Ａ) 解析：31.402×100＝3140.2 ,中,7-5_小數除以整數
(   )小花計算出　68×12.4＝843.2，68×□＝84.32，□內應填入下列哪個答案？　(Ａ)　1240　(Ｂ)　124　(Ｃ)　1.24　(Ｄ)　0.124。,答案：(Ｃ) 解析：84.32÷68＝1.24 ,中,7-5_小數除以整數
(   )下列哪一個算式的商最大？　(Ａ)　0.4÷8　(Ｂ)　4÷8　(Ｃ)　40÷8　(Ｄ)　400÷8。,"答案：(Ｄ) 解析：(Ａ)　0.4÷8＝0.05；(Ｂ)　4÷8＝0.5；
(Ｃ)　40÷8＝5；(Ｄ)　400÷8＝50 ",中,7-5_小數除以整數
(   )100.5÷25＝□，□內的數是　(Ａ)　3.65　(Ｂ)　4.02　(Ｃ)　5.362　(Ｄ)　6.325。,答案：(Ｂ) 解析：100.5÷25＝4.02 ,中,7-5_小數除以整數
(   )14　顆相同重量的鐵球共重　14.35　公斤，2　顆相同重量的鐵球共重幾公斤？　(Ａ)　1.025　公斤　(Ｂ)　2.05　公斤　(Ｃ)　2.15　公斤　(Ｄ)　2.25　公斤。,答案：(Ｂ) 解析：14÷2＝7，14.35÷7＝2.05 ,中,7-5_小數除以整數
(   )有一幅畫由　4　個人接力完成，總共花費　78.4　小時，平均一個人花幾小時畫畫？　(Ａ)　19.5　小時　(Ｂ)　19.6　小時　(Ｃ)　19.7　小時　(Ｄ)　19.8　小時。,答案：(Ｂ) 解析：78.4÷4＝19.6 ,中,7-5_小數除以整數
(   )一袋米重　30.375　公斤，小香一家共　9　人，花了　15　天把米吃完，平均每人每天吃幾公斤的米？　(Ａ)　0.255　公斤　(Ｂ)　0.245　公斤　(Ｃ)　0.235　公斤　(Ｄ)　0.225　公斤。,答案：(Ｄ) 解析：30.375÷9÷15＝0.225 ,中,7-5_小數除以整數
(   )小清從家裡到公園走了　163　步，已知小清家到公園的距離是　149.96　公尺，小清每一步的長是多少公尺？　(Ａ)　0.89　公尺　(Ｂ)　0.9　公尺　(Ｃ)　0.91　公尺　(Ｄ)　0.92　公尺。,答案：(Ｄ) 解析：149.96÷163＝0.92 ,中,7-5_小數除以整數
(   )寺廟的蠟燭高　3.24　公尺，每天燃燒掉相同的高度，總共燃燒了　18　天燒完，每天燃燒掉多少高度的蠟燭？　(Ａ)　0.12　公尺　(Ｂ)　0.14　公尺　(Ｃ)　0.16　公尺　(Ｄ)　0.18　公尺。,答案：(Ｄ) 解析：3.24÷18＝0.18 ,易,7-5_小數除以整數
(   )達華身高　183.5　公分，是弟弟身高的　2　倍，弟弟身高有多高？　(Ａ)　90.45　公分　(Ｂ)　75.45　公分　(Ｃ)　91.75　公分　(Ｄ)　85.55　公分。,答案：(Ｃ) 解析：183.5÷2＝91.75 ,易,7-5_小數除以整數
(   )有　1　桶　13.8　公升的芭樂汁，平均倒在　23　個杯子裡，每個杯子可以裝多少公升的芭樂汁？　(Ａ)　6　公升　(Ｂ)　0.6　公升　(Ｃ)　0.06　公升　(Ｄ)　0.006　公升。,答案：(Ｂ) 解析：13.8÷23＝0.6 ,易,7-5_小數除以整數
(   )林羚投籃　25　球，命中　12　球，命中率是多少？　(Ａ)　12％　(Ｂ)　24％　(Ｃ)　36％　(Ｄ)　48％。,答案：(Ｄ) 解析：12÷25＝12/25＝48/100＝48％ ,易,9-3_百分率的應用
(   )香瓜收成不佳，原本一斤　40　元，漲價到一斤　65　元，香瓜的漲幅是多少？　(Ａ)　62.5％　(Ｂ)　63％　(Ｃ)　38％　(Ｄ)　39％。,答案：(Ａ) 解析：65－40＝25，25÷40＝25/40＝625/1000＝62.5％ ,中,9-3_百分率的應用
